Line#,Date,"Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP08 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP08 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP08","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP8 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP8 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP8","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT 1 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT 1 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT 1 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT 1 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT 1 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT 1 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT 1","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT Center"
9040,08/27/17 22:25:00,,,,,34.975,,,,,0.0016,4.365,,,,,,,,,,,,,,,,,,,,,,,
9041,08/27/17 22:26:00,,,,,34.932,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9042,08/27/17 22:27:00,,,,,36.153,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9043,08/27/17 22:28:00,,,,,36.277,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9044,08/27/17 22:29:00,,,,,36.440,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9045,08/27/17 22:30:00,,,,,36.619,,,,,0.0014,4.364,,,,,,,,,,,,,,,,,,,,,,,
9046,08/27/17 22:31:00,,,,,36.701,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9047,08/27/17 22:32:00,,,,,36.836,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9048,08/27/17 22:33:00,,,,,36.939,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
9049,08/27/17 22:34:00,,,,,37.222,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9050,08/27/17 22:35:00,,,,,37.102,,,,,0.0014,4.373,,,,,,,,,,,,,,,,,,,,,,,
9051,08/27/17 22:36:00,,,,,37.292,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
9052,08/27/17 22:37:00,,,,,37.091,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
9053,08/27/17 22:38:00,,,,,37.270,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
9054,08/27/17 22:39:00,,,,,37.037,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
9055,08/27/17 22:40:00,,,,,37.249,,,,,0.0014,4.374,,,,,,,,,,,,,,,,,,,,,,,
9056,08/27/17 22:41:00,,,,,37.151,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9057,08/27/17 22:42:00,,,,,37.308,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9058,08/27/17 22:43:00,,,,,37.287,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
9059,08/27/17 22:44:00,,,,,37.124,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9060,08/27/17 22:45:00,,,,,37.460,,,,,0.0013,4.374,,,,,,,,,,,,,,,,,,,,,,,
9061,08/27/17 22:46:00,,,,,37.281,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9062,08/27/17 22:47:00,,,,,37.341,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9063,08/27/17 22:48:00,,,,,37.433,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9064,08/27/17 22:49:00,,,,,37.650,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9065,08/27/17 22:50:00,,,,,37.639,,,,,0.0013,4.374,,,,,,,,,,,,,,,,,,,,,,,
9066,08/27/17 22:51:00,,,,,37.580,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
9067,08/27/17 22:52:00,,,,,37.683,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9068,08/27/17 22:53:00,,,,,37.547,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9069,08/27/17 22:54:00,,,,,37.813,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
9070,08/27/17 22:55:00,,,,,37.623,,,,,0.0011,4.374,,,,,,,,,,,,,,,,,,,,,,,
9071,08/27/17 22:56:00,,,,,37.807,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9072,08/27/17 22:57:00,,,,,37.813,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9073,08/27/17 22:58:00,,,,,37.905,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9074,08/27/17 22:59:00,,,,,37.699,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9075,08/27/17 23:00:00,,,,,38.149,,,,,0.0011,4.374,,,,,,,,,,,,,,,,,,,,,,,
9076,08/27/17 23:01:00,,,,,38.323,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9077,08/27/17 23:02:00,,,,,38.209,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9078,08/27/17 23:03:00,,,,,38.377,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9079,08/27/17 23:04:00,,,,,38.242,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9080,08/27/17 23:05:00,,,,,38.399,,,,,0.0009,4.374,,,,,,,,,,,,,,,,,,,,,,,
9081,08/27/17 23:06:00,,,,,38.149,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9082,08/27/17 23:07:00,,,,,38.269,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9083,08/27/17 23:08:00,,,,,38.290,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9084,08/27/17 23:09:00,,,,,38.415,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9085,08/27/17 23:10:00,,,,,38.214,,,,,0.0009,4.374,,,,,,,,,,,,,,,,,,,,,,,
9086,08/27/17 23:11:00,,,,,38.279,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9087,08/27/17 23:12:00,,,,,38.111,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9088,08/27/17 23:13:00,,,,,38.252,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9089,08/27/17 23:14:00,,,,,38.269,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9090,08/27/17 23:15:00,,,,,38.263,,,,,0.0011,4.374,,,,,,,,,,,,,,,,,,,,,,,
9091,08/27/17 23:16:00,,,,,38.290,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9092,08/27/17 23:17:00,,,,,38.312,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9093,08/27/17 23:18:00,,,,,38.035,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9094,08/27/17 23:19:00,,,,,38.046,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9095,08/27/17 23:20:00,,,,,38.442,,,,,0.0011,4.374,,,,,,,,,,,,,,,,,,,,,,,
9096,08/27/17 23:21:00,,,,,38.100,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9097,08/27/17 23:22:00,,,,,38.301,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9098,08/27/17 23:23:00,,,,,38.404,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9099,08/27/17 23:24:00,,,,,38.307,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9100,08/27/17 23:25:00,,,,,38.138,,,,,0.0011,4.374,,,,,,,,,,,,,,,,,,,,,,,
9101,08/27/17 23:26:00,,,,,38.193,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9102,08/27/17 23:27:00,,,,,38.138,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9103,08/27/17 23:28:00,,,,,38.252,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9104,08/27/17 23:29:00,,,,,37.911,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9105,08/27/17 23:30:00,,,,,38.176,,,,,0.0011,4.374,,,,,,,,,,,,,,,,,,,,,,,
9106,08/27/17 23:31:00,,,,,38.258,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9107,08/27/17 23:32:00,,,,,36.967,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9108,08/27/17 23:33:00,,,,,38.301,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9109,08/27/17 23:34:00,,,,,38.052,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9110,08/27/17 23:35:00,,,,,37.954,,,,,0.0013,4.374,,,,,,,,,,,,,,,,,,,,,,,
9111,08/27/17 23:36:00,,,,,38.003,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9112,08/27/17 23:37:00,,,,,37.726,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9113,08/27/17 23:38:00,,,,,37.699,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9114,08/27/17 23:39:00,,,,,37.726,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9115,08/27/17 23:40:00,,,,,37.748,,,,,0.0009,4.374,,,,,,,,,,,,,,,,,,,,,,,
9116,08/27/17 23:41:00,,,,,37.759,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9117,08/27/17 23:42:00,,,,,37.900,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9118,08/27/17 23:43:00,,,,,37.661,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9119,08/27/17 23:44:00,,,,,37.786,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9120,08/27/17 23:45:00,,,,,37.748,,,,,0.0009,4.374,,,,,,,,,,,,,,,,,,,,,,,
9121,08/27/17 23:46:00,,,,,37.623,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9122,08/27/17 23:47:00,,,,,37.542,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9123,08/27/17 23:48:00,,,,,37.563,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9124,08/27/17 23:49:00,,,,,37.444,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
9125,08/27/17 23:50:00,,,,,37.118,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9126,08/27/17 23:51:00,,,,,37.178,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9127,08/27/17 23:52:00,,,,,37.395,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9128,08/27/17 23:53:00,,,,,37.070,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9129,08/27/17 23:54:00,,,,,37.390,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9130,08/27/17 23:55:00,,,,,37.184,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9131,08/27/17 23:56:00,,,,,37.238,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9132,08/27/17 23:57:00,,,,,37.390,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9133,08/27/17 23:58:00,,,,,37.211,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9134,08/27/17 23:59:00,,,,,37.395,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9135,08/28/17 00:00:00,,,,,37.401,,,,,0.0011,4.373,,,,,,,,,,,,,,,,,,,,,,,
9136,08/28/17 00:01:00,,,,,37.303,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9137,08/28/17 00:02:00,,,,,37.303,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9138,08/28/17 00:03:00,,,,,37.574,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9139,08/28/17 00:04:00,,,,,37.753,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9140,08/28/17 00:05:00,,,,,37.422,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9141,08/28/17 00:06:00,,,,,37.536,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9142,08/28/17 00:07:00,,,,,37.368,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9143,08/28/17 00:08:00,,,,,37.547,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9144,08/28/17 00:09:00,,,,,37.308,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9145,08/28/17 00:10:00,,,,,37.449,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9146,08/28/17 00:11:00,,,,,36.402,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9147,08/28/17 00:12:00,,,,,37.205,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9148,08/28/17 00:13:00,,,,,37.352,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9149,08/28/17 00:14:00,,,,,37.205,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9150,08/28/17 00:15:00,,,,,37.189,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9151,08/28/17 00:16:00,,,,,37.156,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9152,08/28/17 00:17:00,,,,,36.988,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9153,08/28/17 00:18:00,,,,,37.102,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9154,08/28/17 00:19:00,,,,,36.907,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9155,08/28/17 00:20:00,,,,,37.091,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9156,08/28/17 00:21:00,,,,,37.232,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9157,08/28/17 00:22:00,,,,,37.146,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9158,08/28/17 00:23:00,,,,,37.449,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9159,08/28/17 00:24:00,,,,,37.151,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9160,08/28/17 00:25:00,,,,,37.363,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9161,08/28/17 00:26:00,,,,,37.607,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9162,08/28/17 00:27:00,,,,,37.449,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9163,08/28/17 00:28:00,,,,,37.232,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9164,08/28/17 00:29:00,,,,,37.390,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9165,08/28/17 00:30:00,,,,,36.462,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9166,08/28/17 00:31:00,,,,,37.205,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9167,08/28/17 00:32:00,,,,,37.520,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9168,08/28/17 00:33:00,,,,,37.314,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9169,08/28/17 00:34:00,,,,,37.552,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9170,08/28/17 00:35:00,,,,,37.368,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9171,08/28/17 00:36:00,,,,,37.287,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9172,08/28/17 00:37:00,,,,,37.151,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9173,08/28/17 00:38:00,,,,,37.080,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9174,08/28/17 00:39:00,,,,,36.858,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9175,08/28/17 00:40:00,,,,,36.473,,,,,0.0009,4.373,,,,,,,,,,,,,,,,,,,,,,,
9176,08/28/17 00:41:00,,,,,36.440,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9177,08/28/17 00:42:00,,,,,36.516,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9178,08/28/17 00:43:00,,,,,36.136,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9179,08/28/17 00:44:00,,,,,36.044,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9180,08/28/17 00:45:00,,,,,36.277,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9181,08/28/17 00:46:00,,,,,36.229,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9182,08/28/17 00:47:00,,,,,36.044,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9183,08/28/17 00:48:00,,,,,36.088,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9184,08/28/17 00:49:00,,,,,36.332,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9185,08/28/17 00:50:00,,,,,36.109,,,,,0.0009,4.371,,,,,,,,,,,,,,,,,,,,,,,
9186,08/28/17 00:51:00,,,,,36.424,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9187,08/28/17 00:52:00,,,,,36.386,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9188,08/28/17 00:53:00,,,,,36.001,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9189,08/28/17 00:54:00,,,,,35.957,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9190,08/28/17 00:55:00,,,,,36.066,,,,,0.0009,4.371,,,,,,,,,,,,,,,,,,,,,,,
9191,08/28/17 00:56:00,,,,,35.898,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9192,08/28/17 00:57:00,,,,,35.881,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9193,08/28/17 00:58:00,,,,,35.957,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9194,08/28/17 00:59:00,,,,,35.697,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9195,08/28/17 01:00:00,,,,,35.735,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9196,08/28/17 01:01:00,,,,,35.903,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9197,08/28/17 01:02:00,,,,,36.060,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9198,08/28/17 01:03:00,,,,,35.757,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9199,08/28/17 01:04:00,,,,,35.740,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9200,08/28/17 01:05:00,,,,,35.854,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9201,08/28/17 01:06:00,,,,,34.541,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9202,08/28/17 01:07:00,,,,,35.789,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9203,08/28/17 01:08:00,,,,,35.990,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9204,08/28/17 01:09:00,,,,,35.963,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9205,08/28/17 01:10:00,,,,,35.881,,,,,0.0011,4.373,,,,,,,,,,,,,,,,,,,,,,,
9206,08/28/17 01:11:00,,,,,35.957,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9207,08/28/17 01:12:00,,,,,36.071,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9208,08/28/17 01:13:00,,,,,36.158,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9209,08/28/17 01:14:00,,,,,36.153,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9210,08/28/17 01:15:00,,,,,35.985,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9211,08/28/17 01:16:00,,,,,35.985,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9212,08/28/17 01:17:00,,,,,36.223,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9213,08/28/17 01:18:00,,,,,36.185,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9214,08/28/17 01:19:00,,,,,36.332,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9215,08/28/17 01:20:00,,,,,36.126,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9216,08/28/17 01:21:00,,,,,36.435,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9217,08/28/17 01:22:00,,,,,36.771,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9218,08/28/17 01:23:00,,,,,36.787,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9219,08/28/17 01:24:00,,,,,36.706,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9220,08/28/17 01:25:00,,,,,36.679,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9221,08/28/17 01:26:00,,,,,36.690,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9222,08/28/17 01:27:00,,,,,36.505,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9223,08/28/17 01:28:00,,,,,36.451,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9224,08/28/17 01:29:00,,,,,36.527,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9225,08/28/17 01:30:00,,,,,36.505,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9226,08/28/17 01:31:00,,,,,36.218,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9227,08/28/17 01:32:00,,,,,36.229,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9228,08/28/17 01:33:00,,,,,36.277,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9229,08/28/17 01:34:00,,,,,36.180,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9230,08/28/17 01:35:00,,,,,36.077,,,,,0.0011,4.370,,,,,,,,,,,,,,,,,,,,,,,
9231,08/28/17 01:36:00,,,,,36.196,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9232,08/28/17 01:37:00,,,,,36.218,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9233,08/28/17 01:38:00,,,,,36.202,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9234,08/28/17 01:39:00,,,,,35.078,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9235,08/28/17 01:40:00,,,,,36.294,,,,,0.0011,4.370,,,,,,,,,,,,,,,,,,,,,,,
9236,08/28/17 01:41:00,,,,,36.234,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9237,08/28/17 01:42:00,,,,,36.028,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9238,08/28/17 01:43:00,,,,,36.180,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9239,08/28/17 01:44:00,,,,,36.033,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9240,08/28/17 01:45:00,,,,,36.196,,,,,0.0011,4.370,,,,,,,,,,,,,,,,,,,,,,,
9241,08/28/17 01:46:00,,,,,36.164,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9242,08/28/17 01:47:00,,,,,36.305,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9243,08/28/17 01:48:00,,,,,36.082,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9244,08/28/17 01:49:00,,,,,36.478,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9245,08/28/17 01:50:00,,,,,36.592,,,,,0.0011,4.371,,,,,,,,,,,,,,,,,,,,,,,
9246,08/28/17 01:51:00,,,,,36.749,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9247,08/28/17 01:52:00,,,,,36.728,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9248,08/28/17 01:53:00,,,,,36.701,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9249,08/28/17 01:54:00,,,,,36.901,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9250,08/28/17 01:55:00,,,,,36.804,,,,,0.0009,4.370,,,,,,,,,,,,,,,,,,,,,,,
9251,08/28/17 01:56:00,,,,,36.793,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
9252,08/28/17 01:57:00,,,,,36.907,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9253,08/28/17 01:58:00,,,,,37.004,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9254,08/28/17 01:59:00,,,,,36.766,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
9255,08/28/17 02:00:00,,,,,36.988,,,,,0.0011,4.370,,,,,,,,,,,,,,,,,,,,,,,
